,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
North American Industry Classification System (NAICS),Retail trade  [44-45],Motor vehicle and parts dealers  [441],Automobile dealers  [4411],New car dealers  [44111],Used car dealers  [44112],Other motor vehicle dealers  [4412],"Automotive parts, accessories and tire stores  [4413]",Furniture and home furnishings stores  [442],Furniture stores  [4421],Home furnishings stores  [4422],Electronics and appliance stores  [443],Building material and garden equipment and supplies dealers  [444],Food and beverage stores  [445],Grocery stores  [4451],Supermarkets and other grocery (except convenience) stores   [44511],Convenience stores  [44512],Specialty food stores  [4452],"Beer, wine and liquor stores  [4453]",Health and personal care stores  [446],Gasoline stations  [447],Clothing and clothing accessories stores  [448],Clothing stores  [4481],Shoe stores  [4482],"Jewellery, luggage and leather goods stores  [4483]","Sporting goods, hobby, book and music stores  [451]",General merchandise stores  [452],Department stores  [4521],Other general merchandise stores  [4529],Miscellaneous store retailers  [453],Cannabis stores  [453993] 6
17-Nov,"50,031,281A","13,272,756A","11,568,120A","10,643,623A","924,497A","880,311A","824,325A","1,574,691A","976,615A","598,076A","1,424,230A","3,169,672A","10,125,384A","7,586,275A","6,918,617A","667,658A","626,971A","1,912,138A","3,921,949A","5,554,883A","2,842,581A","2,190,404A","355,371A","296,806A","1,090,982A","5,849,642A",x,x,"1,204,511A",..
17-Dec,"49,920,535A","13,586,184A","11,830,409A","10,903,923A","926,486A","906,321A","849,455A","1,501,258A","936,346B","564,912A","1,393,370A","3,103,163A","10,267,724A","7,689,798A","7,035,033A","654,765A","641,112A","1,936,815A","3,759,326A","5,647,811A","2,744,692A","2,113,321A","344,140A","287,231A","1,086,569A","5,611,185A",x,x,"1,219,254B",..
18-Jan,"49,999,886A","13,328,458A","11,633,203A","10,736,900A","896,302A","865,233A","830,022A","1,575,456A","964,663A","610,793A","1,510,453B","3,044,724A","10,240,026A","7,650,398A","6,993,877A","656,521A","634,562A","1,955,066A","3,898,944A","5,654,195A","2,799,249A","2,160,253A","340,221A","298,775A","1,070,339A","5,694,326A",x,x,"1,183,716A",..
18-Feb,"49,905,965A","13,317,639A","11,629,117A","10,687,522A","941,595A","862,660A","825,863A","1,530,864A","944,076A","586,787A","1,258,978A","3,190,543A","10,195,138A","7,613,543A","6,952,952A","660,591A","649,750A","1,931,844A","3,889,707A","5,667,220A","2,855,379A","2,208,125A","347,710A","299,544A","1,058,468A","5,685,123A",x,x,"1,256,906A",..
18-Mar,"49,987,694A","13,537,240A","11,860,173A","10,953,264A","906,909A","860,815A","816,252A","1,570,864A","981,437A","589,427A","1,247,752A","3,081,349A","10,253,603A","7,659,049A","6,991,565A","667,483A","655,255A","1,939,299A","3,894,069A","5,481,098A","2,858,517A","2,210,220A","344,826A","303,472A","1,066,676A","5,724,263A",x,x,"1,272,264A",..
18-Apr,"49,904,868A","13,420,127A","11,714,695A","10,781,992A","932,703A","882,770A","822,661A","1,555,939A","964,506A","591,433A","1,305,813A","3,100,847A","10,340,637A","7,743,415A","7,075,798A","667,617A","639,010A","1,958,212A","3,898,486A","5,523,891A","2,843,790A","2,213,728A","343,579A","286,483A","1,035,300A","5,623,290A",x,x,"1,256,748A",..
18-May,"50,938,064A","13,597,773A","11,792,577A","10,845,114A","947,463A","905,191B","900,005A","1,548,163A","955,121A","593,042A","1,264,552A","3,255,025A","10,423,582A","7,771,385A","7,079,839A","691,546A","667,642A","1,984,555A","3,927,372B","5,762,926A","2,950,159A","2,281,928A","363,487A","304,744A","1,070,858A","5,854,849A",x,x,"1,282,805A",..
18-Jun,"50,792,715A","13,668,474A","11,951,827A","10,995,020A","956,807A","864,343A","852,304A","1,542,292A","958,982A","583,310A","1,277,056A","3,194,529A","10,476,702A","7,853,097A","7,163,011A","690,087A","657,618A","1,965,986A","3,954,804B","5,690,247A","2,891,993A","2,233,250A","347,654A","311,089A","1,048,251A","5,782,173A",x,x,"1,266,193A",..
18-Jul,"50,655,265A","13,406,090A","11,634,943A","10,669,035A","965,908A","904,634A","866,513A","1,557,918A","979,585A","578,332A","1,305,941B","3,120,591A","10,553,168A","7,926,883A","7,205,806A","721,077A","649,747A","1,976,538A","3,824,157A","5,773,723A","2,957,046A","2,282,404A","359,032A","315,609A","1,048,279A","5,815,627A",x,x,"1,292,725A",..
18-Aug,"50,872,672A","13,534,236A","11,773,795A","10,801,790A","972,005A","888,533A","871,908A","1,539,906A","965,454A","574,452A","1,282,762A","3,157,970A","10,647,664A","7,950,515A","7,259,909A","690,605A","645,251A","2,051,899A","3,985,152A","5,624,590A","2,937,970A","2,299,518A","347,656A","290,796A","1,060,531A","5,818,897A",x,x,"1,282,994A",..
18-Sep,"51,139,037A","13,629,724A","11,938,440A","10,965,603A","972,836A","840,274A","851,010A","1,571,493A","977,937A","593,556A","1,284,519A","3,074,257A","10,782,955A","8,176,706A","7,489,989A","686,718A","658,245A","1,948,004A","4,048,150A","5,617,952A","2,913,619A","2,276,472A","332,619A","304,529A","1,042,759A","5,906,869A",x,x,"1,266,741A",..
18-Oct,"51,382,189A","13,900,757A","12,154,511A","11,119,893A","1,034,617A","877,254A","868,993A","1,529,649A","943,685A","585,964A","1,347,582B","3,104,501A","10,681,516A","8,003,635A","7,308,282A","695,353B","668,746A","2,009,134A","4,053,260A","5,629,355B","2,902,797A","2,250,939A","352,578A","299,281A","1,059,574A","5,831,871A",x,x,"1,341,326A","42,084A"
18-Nov,"50,586,932A","13,568,269A","11,861,983A","10,876,851A","985,132A","886,168A","820,118A","1,554,551A","979,378A","575,173A","1,304,753A","3,081,621A","10,548,023A","7,890,626A","7,186,902A","703,724A","664,001A","1,993,396A","4,042,936A","5,271,810A","2,919,784A","2,248,755A","358,751A","312,279A","1,062,713A","5,893,970A",x,x,"1,338,502A","55,396A"
18-Dec,"50,526,523A","13,713,270A","12,016,899A","11,019,722A","997,177A","874,290A","822,081A","1,547,605A","967,028A","580,577A","1,239,620A","3,110,236A","10,628,286A","7,959,943A","7,272,502A","687,441A","689,565A","1,978,778A","4,008,298A","5,135,640A","2,876,083A","2,250,301A","341,408A","284,374A","1,041,488A","5,943,172A",x,x,"1,282,824A","58,848A"
19-Jan,"50,195,398A","13,666,263A","11,895,049A","10,854,445A","1,040,603A","892,748A","878,467A","1,541,793A","963,759A","578,033A","1,074,361A","3,158,290A","10,746,194A","8,073,350A","7,414,534A","658,816A","673,904A","1,998,940A","4,009,661A","4,920,552A","2,882,982A","2,275,815A","351,987A","255,180A","1,043,869A","5,824,828A",x,x,"1,326,605A","55,451A"
19-Feb,"50,626,765A","13,770,700A","12,091,207A","11,090,567A","1,000,641A","822,869A","856,624A","1,522,807A","939,206A","583,601A","1,049,431A","3,085,501A","10,801,725A","8,148,402A","7,482,549A","665,853A","658,438A","1,994,885A","4,009,427A","5,122,258A","2,911,690A","2,245,594A","350,278A","315,818A","1,031,850A","5,980,088A",x,x,"1,341,288A","52,082A"
19-Mar,"51,538,062A","13,948,939A","12,129,659A","11,061,062A","1,068,596A","942,814A","876,467A","1,594,606A","975,239A","619,366A","1,157,375A","3,219,569A","10,762,794A","8,097,758A","7,436,737A","661,021A","660,176A","2,004,860A","4,033,787A","5,416,897A","2,995,445A","2,295,864A","378,058A","321,523A","1,015,755A","6,008,208A",x,x,"1,384,688A","60,764A"
19-Apr,"51,212,247A","13,784,312A","12,054,508A","11,022,693A","1,031,816A","859,019A","870,785A","1,587,370A","988,415A","598,954A","1,153,196A","3,116,351A","10,820,865A","8,089,088A","7,436,311A","652,776A","670,835A","2,060,943A","4,014,247A","5,401,417A","2,916,530A","2,271,088A","329,505A","315,937A","1,041,023A","6,002,053A",x,x,"1,374,883A","74,636B"
19-May,"51,203,886A","13,949,872A","12,169,057A","11,117,945A","1,051,112A","895,443A","885,373A","1,608,952A","1,013,647A","595,306A","1,180,618A","3,150,049A","10,618,557A","7,952,135A","7,301,247A","650,888A","664,019A","2,002,403A","4,029,851A","5,454,819A","2,878,543A","2,245,038A","323,498A","310,007A","1,016,344A","5,920,174A",x,x,"1,396,107A","85,946A"
19-Jun,"51,028,664A","13,442,697A","11,684,983A","10,658,130A","1,026,854A","879,600A","878,114A","1,591,522A","999,446A","592,077A","1,171,441A","3,333,319A","10,721,962A","8,028,186A","7,371,940A","656,245A","672,570A","2,021,207A","3,973,493A","5,255,798A","2,991,436A","2,332,164A","352,604A","306,668A","1,030,501A","6,093,421A",x,x,"1,423,074A","91,692A"
19-Jul,"51,488,286A","13,843,143A","12,113,993A","11,087,767A","1,026,226A","872,642A","856,508A","1,597,359A","1,007,290A","590,069A","1,162,311A","3,241,184B","10,818,855A","8,108,119A","7,461,009A","647,110A","681,446A","2,029,291A","4,067,153A","5,337,216A","2,926,508A","2,297,479A","338,822A","290,208A","1,023,168A","6,032,006A",x,x,"1,439,384A","106,064A"
19-Aug,"51,375,824A","13,903,776A","12,164,446A","11,187,722A","976,724A","890,061A","849,270A","1,594,870A","997,410A","597,460A","1,174,351A","3,106,010A","10,746,153A","8,032,589A","7,390,062A","642,527A","697,358A","2,016,205A","4,041,478A","5,287,601B","2,956,839A","2,289,003A","352,086A","315,749A","1,031,764A","6,073,588A",x,x,"1,459,394A","125,954A"
19-Sep,"51,496,503A","13,941,954A","12,183,317A","11,147,625A","1,035,692A","874,437A","884,199A","1,565,716A","991,271A","574,444A","1,152,422A","3,197,428A","10,847,822A","8,130,647A","7,485,476A","645,171A","676,522A","2,040,653A","4,050,205A","5,212,643B","2,962,735A","2,304,259A","351,169A","307,307A","1,032,721A","6,086,330A",x,x,"1,446,526A","122,927A"
19-Oct,"50,799,759A","13,488,528A","11,776,208A","10,777,011A","999,197A","858,163A","854,157A","1,569,824A","990,971A","578,854A","1,134,355A","3,129,076A","10,786,301A","8,085,778A","7,448,330A","637,448A","675,463A","2,025,060A","3,890,772A","5,302,303A","2,967,137A","2,313,314A","330,807A","323,016A","1,006,465A","6,080,944A",x,x,"1,444,054A","129,980A"
19-Nov,"51,333,176A","13,972,764A","12,203,579A","11,153,986A","1,049,593A","927,205A","841,980A","1,549,674A","973,259A","576,414A","1,161,102A","3,161,331A","10,862,462A","8,155,221A","7,517,271A","637,950A","682,325A","2,024,915A","3,806,523A","5,307,353A","2,953,424A","2,305,899A","336,557A","310,968A","981,796A","6,118,066A",x,x,"1,458,681A","136,775A"
19-Dec,"51,681,463A","13,789,656A","12,163,679A","11,133,021A","1,030,659A","822,408A","803,569A","1,588,691A","1,013,849A","574,842A","1,161,058A","3,297,668A","10,996,483A","8,272,272A","7,608,157A","664,115B","669,744B","2,054,467A","4,050,877A","5,212,959A","2,998,430A","2,340,744A","348,416A","309,270A","1,011,907A","6,081,793A",x,x,"1,491,942A","147,885A"
20-Jan,"51,891,454A","14,044,593A","12,354,867A","11,339,337A","1,015,530B","843,156A","846,571A","1,584,030A","1,008,547A","575,482A","1,146,173A","3,269,504A","10,873,627A","8,140,144A","7,460,202A","679,942B","674,951B","2,058,532A","4,065,222A","5,319,843A","2,981,448A","2,343,469A","323,032A","314,947A","1,009,134A","6,092,428A",x,x,"1,505,454B","154,077A"
20-Feb,"52,262,166A","14,173,381A","12,448,626A","11,388,806A","1,059,819B","859,280C","865,476A","1,622,182B","1,045,218A","576,964B","1,132,181A","3,274,960B","10,936,181A","8,208,484A","7,536,555A","671,929B","677,185B","2,050,512A","4,084,662A","5,336,473B","2,949,565B","2,328,290B","320,740A","300,535B","1,071,592A","6,216,189B",x,x,"1,464,801A","151,930A"
20-Mar,"47,028,013A","8,948,590A","7,482,859A","6,806,280A","676,579B","671,103A","794,628A","1,173,554B","740,070B","433,484B","1,146,854A","3,349,374B","13,503,589A","10,385,611A","9,697,286A","688,325B","750,595B","2,367,383B","4,293,172A","4,326,872B","1,465,146B","1,127,185C","157,240A","180,721B","817,657B","6,531,334B",x,x,"1,471,872A","181,180A"
20-Apr,"35,352,146A","5,137,677A","4,057,963A","3,698,659A","359,304C","433,044B","646,671A","599,159B","355,057B","244,102B","1,013,942A","2,790,472B","12,117,977A","9,346,292A","8,616,938A","729,354B","660,943B","2,110,742A","3,568,976A","2,784,003B","482,964C","338,703C","74,854C","69,407C","379,166C","5,422,621A",x,x,"1,055,189C","178,429A"
20-May,"42,852,368A","9,129,472A","7,434,829A","6,657,041A","777,789C","841,817B","852,825A","953,504B","622,409B","331,095A","1,174,585A","3,124,237B","11,798,882A","8,996,189A","8,212,775A","783,414B","737,186B","2,065,508A","3,761,498A","3,343,187B","938,332B","710,224B","132,226B","95,881B","769,372B","6,542,633A",x,x,"1,316,667B","186,353A"
20-Jun,"52,371,189A","13,527,232A","11,408,985A","10,427,595A","981,389C","1,215,379B","902,868A","1,610,639B","1,101,223B","509,416B","1,247,973A","3,716,307A","11,974,384A","8,993,832A","8,270,228A","723,605B","734,559B","2,245,992A","4,197,222A","4,269,189B","2,264,198B","1,752,218B","311,732B","200,248B","1,241,919B","6,756,260A",x,x,"1,565,867B","201,105A"
20-Jul,"53,054,315A","14,146,172A","11,966,427A","10,872,602A","1,093,825B","1,259,521A","920,224A","1,680,314B","1,096,653B","583,662B","1,284,359A","3,443,968A","11,720,938A","8,802,029A","8,096,753A","705,277B","741,883B","2,177,026A","4,219,729A","4,475,313B","2,615,276B","2,000,472B","318,445A","296,359B","1,132,413A","6,682,721A",x,x,"1,653,112B","232,689A"
20-Aug,"53,480,433A","14,241,355A","12,294,835A","11,198,519A","1,096,316A","1,022,907A","923,613A","1,643,831B","1,049,456B","594,374B","1,323,026A","3,800,552A","11,784,450A","8,925,294A","8,223,721A","701,574A","693,371B","2,165,784A","4,196,193B","4,534,639A","2,615,317B","1,997,434B","303,243A","314,640A","1,163,854A","6,474,069B",x,x,"1,703,147B","251,663A"
20-Sep,"54,435,889A","14,485,536A","12,509,988A","11,405,114A","1,104,873B","1,047,268A","928,280A","1,773,598A","1,150,643A","622,954A","1,358,870A","3,837,982A","11,872,761A","8,889,592A","8,179,379A","710,213A","744,220B","2,238,949B","4,296,087A","4,536,233B","2,658,516A","2,037,801A","315,377A","305,338A","1,061,658A","6,827,102A",x,x,"1,727,547B","257,034A"
20-Oct,"54,491,275A","14,610,912A","12,557,224B","11,412,150B","1,145,075C","1,102,080B","951,608B","1,834,877B","1,205,456B","629,422A","1,369,342A","3,960,261B","11,592,828A","8,712,689A","7,999,852A","712,836B","757,985B","2,122,155A","4,354,061A","4,417,042B","2,620,399B","2,026,075B","287,400B","306,925A","1,224,539A","6,790,191A",x,x,"1,716,822B","270,011A"
20-Nov,"55,193,438A","14,476,855A","12,423,907B","11,299,480B","1,124,427D","1,097,385C","955,563B","1,850,249C","1,203,946B","646,303C","1,430,519A","4,045,758B","12,271,428A","9,248,323A","8,519,733A","728,590C","771,513C","2,251,593B","4,331,051B","4,347,108B","2,542,673B","1,968,913B","270,997B","302,762B","1,250,916B","6,896,008A",x,x,"1,750,872B","261,437A"
